index	username	time	comment	star
8	邱宇軒	20191108	葡萄柚綠加梅子後兩者的酸味綜合讓味覺感受再提升一個檔次，60元很值得	5
9	林文余	20191108	None	5
0	金宝	20191108	人氣店，點話梅就要一個小時後才出味	4
1	TingTing	20191108	經常大排長龍，但飲料還行，沒什麼人時會買，但沒好喝到需要去排隊。	4
2	kitty chen	20191108	太貴了！葡萄柚綠小小一杯就要60元，而且只有果粒多，但味道沒有很好喝，台中這樣價錢的飲料是大杯的，在嘉義來說實在太貴了，只能給一顆星，也只有買過一次，但不會想再買，台中都可以買到大杯還比它好喝的葡萄柚綠	1
3	ndy A	20191108	珍奶古早味，葡萄柚綠果肉超多讚	5
4	張凱翔	20191108	"嘉義必喝飲料之一,雖然每次購買都要等待很長時間,不過等待是值得的,最愛""葡萄柚綠茶""那口齒回甘好味道"	5
5	王玲慧	20191108	洛神檸檬大推	5
6	邱凱莉	20191108	"(由 Google 提供翻譯) 總是滿滿的人實際上可以打電話預訂並獲得訂單號和接送時間。早點或早點打電話減少等待時間！偉大的飲料值得等待和嘗試。

(原始評論)
Always full of people actually can make phone call to preorder and get the order number with pick up time. Go earlier or call earlier to reduce waiting time! Great drink worthy for wait and try."	4
7	Donna Lin	20191108	None	5
8	黃舒豊	20191108	點了一杯紅葡萄柚綠茶（中）$80感覺很一般沒有太多驚喜！😅	3
9	Daisy Hsu	20191108	我點葡萄柚綠，滿滿的果肉，就東西新鮮吧！其他...差不多耶 嚐鮮可以。	4
0	一拍即合	20191108	好喝！雖然要排蠻久的，但每次來都還是會去買～葡萄柚果粒多不會苦，加上話梅很搭	5
1	Molly Lu	20191108	"2019.10.27
這次返鄉只是平凡的週末
沒想到現在非連假也是滿滿排隊人潮
今天點了紅茶鮮奶微冰
冰塊量比較像是少冰，挺多的😂😂😂

下次還是點去冰好了⋯"	4
2	YiHung Lee	20191108	None	5
3	Li Chun Chao	20191108	好喝！滿滿的葡萄柚❤️	5
4	Weihao Lu	20191108	"(由 Google 提供翻譯) 好喝哦....人超多的....

(原始評論)
好喝哦....人超多的...."	4
5	米倫吳	20191108	None	5
6	huiyu Lee	20191108	葡萄柚綠百喝不厭🤭	5
7	林子傑	20191108	服務親切，真材實料	5
8	黃宗毅	20191108	None	5
9	劉冠妤	20191108	價格稍高不過料多實在～店員也都很親切 會根據你的需求推薦飲料👍🏻	5
0	Martin Chien	20191108	"雙十連假只有賣金鑽葡萄柚綠茶
貴又只有中杯，好印象完全破滅"	3
1	YunZhen Li	20191108	料多實在，打電話預約也可以免等太久。	5
2	amy Liao	20191108	None	5
3	蔡佳伶	20191108	None	4
4	Cici Cici	20191108	"來到嘉義市許多人都會來朝聖的飲料店，我來了幾次都無緣嘗試，終於有機會買到無比欣喜。

葡萄柚綠茶僅中杯大小，不過裡面滿滿的葡萄柚果肉，會有點苦，個人不是很愛，但還是有許多人喜歡，也算是物超所值。我是比較較偏愛檸檬梅子綠茶，酸酸甜甜的，微微綠茶茶香反而吸引我。

假日的排隊人潮會有點嚇人，店內的工作人員也多到很嚇人，大家全都擠在內外的小小空間，建議可以先打電話預約，不過電話也不好打就是，現場出單速度很快，其實等候時間不如想像中的久。

位在噴水圓環邊，所以不能路邊停車，建議停車場停好車後，在文化路商圈逛街玩樂前後買一杯御香屋。"	4
5	鞋西	20191108	None	5
6	TZU-HAN CHANG	20191108	"葡萄柚搭梅子
葡萄柚果粒確實蠻多
梅子味壓過葡萄柚
好鹹好酸 不知道形容這形容這味道
中杯$60"	2
7	黃麗芬	20191108	None	4
8	SHI TING	20191108	葡萄柚綠茶(無糖去冰)非常好喝，綠茶無糖不澀，葡萄柚果肉很厚很多汁，份量也很多。之前喝其他間葡萄柚果肉都不是厚實的。缺點就是飲料大概是外面的中杯，要55元。但真的推薦，聽到有人也推薦凍檸。	5
9	Amy Lee	20191108	None	4
0	William Huang	20191108	None	5
1	Li goater	20191108	普通 感覺跟一般飲料店差不多	3
2	Tracy Xie	20191108	None	3
3	Wan T	20191108	"洛神好喝 
招牌的葡萄柚綠不知道是不是太多人買
覺得很普通 喝過其他間店都更好喝"	3
4	Chu Yao	20191108	嘉義必買葡萄柚綠，，加梅子更好喝，但價格漲蠻多的了，以前還有大杯，現在都只有中杯	4
5	許維哲	20191108	None	3
6	daniel chiang	20191108	None	5
7	張麗純	20191108	嘉義市中山路 排隊人潮眾多的飲料店 好不容易排到	5
8	吳雅琳	20191108	None	5
9	tingtingya woo	20191108	"葡萄柚綠加梅子好喝、且料多。
排隊很多人，但出餐快不會等太久。"	5
0	Colby Lee	20191108	None	5
1	李均恩	20191108	None	4
2	林瑋峻	20191108	None	5
3	黃娜	20191108	None	5
4	林歆恬	20191108	每款飲品都滿好喝的，但第一名還是給葡萄柚綠！扎扎實實的葡萄柚果肉，讓每一口喝下去都不無聊	5
5	Mita Tang	20191108	葡萄柚綠茶很有人氣，價格偏高，口感還可以😊建議先電話預訂，要排很久喔~	3
6	尼克尼克	20191108	看到排隊多,果然一試葡萄柚果肉多~	4
7	蘇家津	20191108	None	5
8	Amberr	20191108	嘉義必喝！排隊也要喝！	5
9	賴賴	20191108	嘉義第一	5
0	chichi	20191108	"(由 Google 提供翻譯) 好喝好喝好喝好喝好喝

(原始評論)
好喝好喝好喝好喝好喝"	5
1	毛若璇	20191108	"紅鑽葡萄柚是招牌一定要喝
不怕酸也可以來杯洛神檸檬
人雖然很多可是不會需要等太久 👍"	5
2	Ben	20191108	葡萄柚綠加梅子不錯喝，但要快快喝掉，不然會喝到梅子味而已！	4
3	宜	20191108	None	3
4	玉佩	20191108	None	5
5	Chang sakura	20191108	None	4
6	林晉安	20191108	"超級熱門的飲料店啊啊啊啊
也是著實好喝👍
值得多喝幾杯哈哈哈"	5
7	邱秀卿	20191108	None	4
8	Agni Chang	20191108	None	5
9	許點點	20191108	每次喝都好喜歡，推薦微糖去冰！最好先打電話去訂不用排隊喔！	5
0	李建萱	20191108	葡萄柚綠茶好喝	5
1	Jamie Wu	20191108	葡萄柚綠茶很實在	5
2	鄭勝壬	20191108	None	5
3	Shiner Lee	20191108	現場有試喝，今日試喝凍頂檸檬	4
4	張洲銘	20191108	人超多，但真心覺得不錯喝	4
5	蔡jill	20191108	超愛香橙百香綠	5
6	Smile Just	20191108	用料實在	5
7	施明輝	20191108	None	5
8	JYUNLIN LAI	20191108	葡萄柚綠絕對要喝一次。記得先預約不要傻傻浪費時間排隊	5
9	李宜潓	20191108	None	4
0	海格拉斯	20191108	他當天的免費飲料要寄台北推薦的飲料還要好喝	4
1	邱瓊如	20191108	"葡萄柚綠茶可以加梅子
好喝 推
店員分工不錯 手腳很快"	5
2	廖曉鳳	20191108	"名氣大cp值低！著名的葡萄柚口感因人而異
個人還是偏好台中清水名店華得來"	2
3	Chung-Chuan Wang	20191108	百香綠和葡萄柚綠都很好喝，真材實料	5
4	李貞陵	20191108	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	5
5	CY W	20191108	"好喝
葡萄柚綠茶是招牌
店家推薦的半糖少冰也很剛好
但是個人覺得不加梅子比較好喝"	4
6	Li Janice	20191108	葡萄柚綠茶料多實在，凍頂檸檬也好喝，喜歡酸的人會很愛	5
7	蔡連晉	20191108	"嘉義有名的飲料店 在噴水池旁邊
比起飲料店根本可說是個景點
排隊排很長 多到會排到馬路上去
將近十個店員也來不及消化大量人潮

許多人推的葡萄柚綠是好喝的 真材實料
喝完最下面還一堆果肉  
我個人推薦微糖去冰
友人點半糖覺得有點太甜
美中不足的是綠茶茶味有點淡
幾乎都被葡萄柚壓過去了
然後免費加的梅子只有喝到最底時
才有一點點感覺
有機會的話會想試試別的品項 
試喝的凍頂檸檬也不錯喝
只是中杯60來說 有點小貴
加上排隊排很久 斟酌一下我會想給4.5顆星
下次來嘉義再試試看"	4
8	莊蕙瑛	20191108	排隊之驚人 但沒有預期經驗 果肉好吃但茶味稍嫌不足	4
9	Paris C	20191108	"雖然可以電話訂餐代替現場排隊
但電話真的好難打
碰運氣到現場排隊點飲品
店員每位都很忙碌
態度仍依舊親切良好
而且說要等15分鐘，也確實等15分鐘拿到飲品

香吉士百香綠茶跟葡萄柚綠茶真的很強
這麼多的果肉在裡面，還是很順口
但珍奶就有點太甜了
平常喝半糖的人，都覺得太甜喝不下，
以後來還是只要點招牌飲品就好"	5
0	Wennie Hsieh	20191108	每來必喝！	5
1	Tyrion Lannister	20191108	絕對稱的上嘉義必嚐！	5
2	Janice Chen	20191108	None	4
3	William Lee	20191108	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	4
4	陳慧芸	20191108	None	5
5	Andy Feng	20191108	None	5
6	Anne Yang	20191108	None	4
7	致銓葉	20191108	None	4
8	Greed Tour	20191108	None	4
9	吳秋樺	20191108	朝聖名店，好喝	4
0	ching xiang Chen	20191108	"(由 Google 提供翻譯) 激推！

(原始評論)
激推！"	5
1	Agito Jk	20191108	"(由 Google 提供翻譯) 好好喝

(原始評論)
好好喝"	5
2	Ivy Yeh	20191108	None	5
3	陳樂嚕	20191108	"好喝！點葡萄柚綠茶半糖有果粒酸梅微甜微酸
有層次
平日還沒開就排好多人"	5
4	詹育潔	20191108	葡萄柚綠茶好喝！可以事先電話預訂可以省去排隊時間	5
5	Hong-Chi (Merlin) Shih	20200808	None	4
6	tica chiu	20200808	None	5
7	郭藍雨	20200808	葡萄柚綠真的是我喝過最強的	5
8	Yu Arisa	20200808	嘉義在地好滋味！葡萄柚綠記得加梅子！	5
9	lousy125136	20200808	None	5
0	Lynn Chen	20200808	"每次造訪嘉義，都看到滿滿等待人潮，終於買到了！
葡萄柚綠茶-半糖少冰，不到五分鐘就立馬喝光光，超好喝，會一口接著一口！！推薦來嘉義玩可以買上一杯透沁涼👍"	5
1	林孟柔	20200808	None	4
2	李舜悌	20200808	None	5
3	顏小妮	20200808	"嘉義必喝！！！
沒什麼好多說的～"	5
4	oldie goodie	20200808	名不虛傳	5
5	Rita Huang	20200808	葡萄柚綠茶讚，半糖少冰，超早來還排到10號	5
6	Kelly Huang	20200808	料好實在，而且店員的態度都很好，或許口味有辦法被複製，但如此名店還能兼顧服務態度實屬難得👍	5
7	wen-feng Hsu	20200808	飲料好喝，真材實料又天然	5
8	Justin Lai	20200808	嘉義必買	5
9	王俊翔	20200808	葡萄柚綠加梅子真的好喝喔！但建議不要放太久才喝，會有苦味	5
0	鐘瑪莉	20200808	"這應該也算是另類的嘉義名產了。
店家強調僅此一家別無分號。
小小二坪不到的店鋪，生意非常的好。尤其到假日排隊人潮會排到騎樓外的人行道上延伸到隔壁的店家去。也算是嘉義街頭一景。
今天非假日一樣有人排隊。還驚見洋娃娃外國人也來排隊購買。
店家有在進步。
以前沒有提供試喝服務，現在有提供；招牌柚香梅子綠茶，以前是直接把梅子加入做好的柚香綠茶當中，現在是梅子另外放在小袋子裡，讓客人自行決定何時添加。
只有take our 外帶的服務。採取現金結帳。
甜度可選擇全糖、半糖、微糖、無糖，不➕梅子。
跟別家比較起來，同樣的飲料，真的有比較好喝。來嘉義旅遊的朋友可以來試看看。不想體驗現場須等候一二十分鐘的不耐可以電話預約。"	4
1	JF Tsai	20200808	終於買到 第一名的 口味個人滿喜歡的 敢吃酸的人會喜歡	5
2	dan Peng	20200808	None	4
3	嗨嘿嘿hiheyhey	20200808	每次來都要喝葡萄柚綠～～～～	5
4	Mei	20200808	"排隊人潮太多了
但真的是好喝"	5
5	Vi Chen	20200808	None	4
6	黃永安	20200808	到嘉義必定回味的飲料店	4
7	陳畇棻	20200808	None	5
8	Hua	20200808	"葡萄柚綠半糖少冰👍👍
假日現場排隊大概15分鐘左右 值得值得"	5
9	洪卉妤	20200808	None	5
0	Li木子	20200808	選用各產地新鮮水果，原本不討喜的葡萄柚，口感超乎我的認知，😄大大滿足與驚艷！喝了好幾年口味依舊保持如一，口感實在，嘉義必喝推薦👍	5
1	Sam Lin	20200808	老婆愛喝...哪裡特別 沒感覺..	4
2	rex su	20200808	人超多，可以先打電話訂飲料，現場有試喝飲料可自取。	4
3	高小儀	20200808	還不錯喝！	4
4	• impenny___	20200808	"甜度可以調整無糖/微糖/半糖 我是選半糖🤪﻿
想說第一次喝怕葡萄柚味道會太酸壓過綠茶味道﻿
滿滿葡萄柚果肉搭綠茶喝起來確實滿消暑刷嘴
﻿
微糖跟無糖朋友剛好有點 順便喝幾口試試﻿
無糖就真的很像直接吃水果比較酸但是還能接受

葡萄柚果肉真的很多 個人覺得半糖味道比較好
可以打電話先預訂基本上如果不會等太久很值得買"	4
5	Amber	20200808	"喝招牌葡萄柚綠茶，平常習慣喝無糖，雖然無法調整甜度，不過依然無損它的美味順口！酸甜合度，非常好喝👍 
排隊的人潮多，但店員訓練有素，每個流程都很順暢，排隊+等待時間大約10-15分鐘。"	5
6	邵瀅瞞	20200808	None	5
7	菜脯米	20200808	來嘉必買!	4
8	陳詠蓁	20200808	葡萄柚綠茶果肉實在，金萱茶無糖奶香味重，很好喝	5
9	Tim W	20200808	"猴急吃不了嫩豆腐
哼哼
還不是手到擒來
嘉義人大推的葡萄柚綠茶
真的非常與眾不同
還好有買它
飽到快不行的時候
吸它一口
又能再戰了
敲好喝"	5
0	Cheng-Yun Li	20200808	好喝，價錢用料實在！ 大推	5
1	鄭武傑	20200808	None	4
2	Sager	20200808	台北人經過！葡萄柚綠茶加梅子很讚！	5
3	December Chou	20200808	老樣子大排長龍，但服務人員服務依然棒	4
4	Felice Syu	20200808	葡萄柚綠一杯漲到60了，以CP值來說不高而且還是中杯，可以先打電話預訂才不會排太久，加梅子和不加味道很不一樣，甜度不要太低不然葡萄柚果粒偏酸。	3
5	曾子瑄	20200808	None	5
6	沈君	20200808	"還好而已😅
喝一次不會想在買第二次"	3
7	歐羅克	20200808	"(由 Google 提供翻譯) 很多人

(原始評論)
很多人"	3
8	張真真	20200808	None	5
9	劉惠芳	20200808	None	4
0	琴幽	20200808	飲料不會太甜也不會太酸 粉清涼 讚٩(♡ε♡ )۶	5
1	閻麗蓉	20200808	店家招牌葡萄柚綠茶真的超正！	4
2	賣魚的大叔	20200808	就一般的飲料店	4
3	Wei Chen	20200808	嘉義在地相當知名的飲料店家，店內招牌是葡萄柚綠茶，人潮相當多需要排隊等候號碼牌，店內提供相關伴手禮	5
4	謝靜媚	20200808	身為嘉義人卻一直都沒有喝過～真的好喝～但生意超級好，想打電話預訂也超級難打	4
5	Lynn Yu	20200808	每次都要來買一杯招牌葡萄柚，幾年前會因為便宜大碗來買，現在則是因為好喝懷念而買～儘管生意大排長龍，店員仍然很友善！	4
6	B N	20200808	葡萄柚綠必點，柳丁綠也不錯	5
7	Yuting Wang	20200808	料多實在 葡萄柚綠茶很好喝 可惜只有中杯～提前一小時電話預約不用現場久候	5
8	Mike Ho	20200808	None	5
9	Guo Chien Tang	20200808	None	4
0	楊小樂	20200808	喝過最好喝的葡萄柚綠，每次經過嘉義都會特地繞過來～	5
1	Leon TSAI	20200808	螞蟻的愛	2
2	陳柏竹	20200808	"(由 Google 提供翻譯) 好喝，但要等30分。

(原始評論)
好喝，但要等30分。"	5
3	林士捷	20200808	None	4
4	しろゆきや	20200808	None	5
5	C.H. LAI	20200808	好喝，真材實料，平日去會更好，因為假日要排隊……	5
6	H hc	20200808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	4
7	林虹君	20200808	葡萄柚綠真的好喝😚	5
8	跟著凱南瘋旅遊/美食/住宿/觀光活動/開箱體驗	20200808	"嘉義文化路夜市超級排隊飲料店！
誇張多的人潮聚集在這裡，店家是供不應求的狀態😱😱😱😱
真材實料有果肉的茶飲😋😋

請搜尋部落格/粉絲團：跟著凱南瘋旅遊
歡迎大家追蹤按讚留言分享唷~"	5
9	桃瑪姬	20200808	None	5
0	鄭先生	20200808	None	4
1	Link Lin	20200808	"蠻特別的  不過是排隊名店
要有心裡準備"	5
2	林羽綸	20200808	None	5
3	方曉薇	20200808	真的超級好喝	5
4	黃JuJu	20200808	None	4
5	salina shuei	20200808	None	5
6	forest Rain	20200808	"嘉義市區名店，這次點了洛神花茶，可惜的是無法調整甜度
常常需要等候，本次等候時間約10分鐘
特色應該是使用新鮮在地水果做出的各式創意冰茶"	4
7	王彥和	20200808	None	4
8	HsuanYu Huang	20200808	凍頂檸檬🍋實在好喝，連續兩天都來喝	5
9	ivy Cheng	20200808	男友是嘉義市人，11年來，到嘉義市的次數已不下上百次，數不清經過這裡幾回了，每次都被滿滿的人龍嚇到打退堂鼓，老是聽說這杯飲料多夯多好喝，今天快接近打佯時間來買，嗯～人潮有稍微減少了一點，於是就小小排了一下～葡萄柚綠茶賣完了，於是選擇百香果綠茶，店員還幫我們加了梅子，喝起來，百香果味勝過茶味，喝的到果粒，半糖少冰適中～完勝～有機會會再光顧	4
0	橘喵	20200808	嘉義在地僅此一家飲品名店~飲料品項不多，有些還有季節限定，但真材實料無添加，口味比例調配得宜，經常門庭若市。建議可以先打電話訂購，再到門市取貨，才不會久候。實際現場購買大約排隊約十幾分鐘左右，其實也可接受。	5
1	jack tsai	20200808	None	4
2	Jones Q	20200808	None	5
3	kenru En	20200808	葡萄柚綠茶料很多，好喝	5
4	張博宇	20200808	名字五個字 直接五顆星	5
5	jean Li	20200808	None	5
6	Lin Andrew	20200808	不過不失，口味普通	3
7	Jo s	20200808	None	4
8	蔡佰峰	20200808	None	3
9	黃文賓	20200808	吃葡萄柚綠60元好吃	5
0	Wu Peichi	20200808	每次都要排隊～	5
1	leon lee	20200808	None	5
2	林小夜子	20200808	None	5
3	mono kuso	20200808	柚綠好喝，只有賣中杯	4
4	Lee Sharon	20200808	嘉義必喝	5
5	Michael Chang	20200808	點了洛神花作為初體驗嘗試，味道相當濃郁且不失清爽，一旁供來客自行取用的今日試飲關西仙草茶也很甘甜，不過要有久候的心理準備……。	3
6	林建宏	20200808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	5
7	尹承芸	20200808	None	5
8	ryderchiang	20200808	"(由 Google 提供翻譯) 超好喝

(原始評論)
超好喝"	5
9	劉大支	20200808	None	4
0	滾啊滾啊滾球	20200808	"我沒有遇過來嘉義玩的人沒聽過御香屋的，這裡簡直就是一個景點，就算嘉義是我第二個家，我依然時不時還是要來買一杯：
↬紅鑽葡萄柚綠茶
可惜的是它只有小杯的，每次喝完其實都有點不夠爽，它有葡萄柚果肉本人，所以其實喝起來有點葡萄柚的苦，啊我偏偏就愛那個苦味，吃完火雞肉飯，再配上這麼一杯，剛好可以解除所有油膩，夏天喝很剛剛好！
⚠️店家生意非常好，所以如果不想排隊可以先打電話預約，店裡左手邊是店取櫃檯，在打電話去預定的時候會告訴取餐號碼，這樣做可以幫你省時間，幫店家省空間。
⚠️這附近是嘉義的圓環，交通比較複雜，因為開車的人不能久停，所以建議騎車來，如果真的開車，電話預訂快去可以不至於造成交通太多混亂！"	4
1	Martin Tsay	20200808	None	5
2	李詠慧	20200808	好喝R而且服務態度很棒	5
3	鳩咪	20200708	真的是又貴又難喝，等的時後喝了試喝的凍頂檸檬，茶香、檸檬味都足，買了一杯就是檸檬套水也差太多！！點少冰半杯都冰（本來點去冰，還店員推薦點少冰！），被冰量嚇到店員臉還很臭，賣觀光客而已，只想做一次生意，真的是氣到特地來留評價!!	1
4	林利庭	20200708	"(由 Google 提供翻譯) 好喝！

(原始評論)
好喝！"	4
5	Chia Hong Wang	20200708	None	5
6	廖榮文	20200708	單身狗請善用電話訂餐，拿了就走好方便	5
7	方凱慧	20200708	"味道不錯～
其實動作蠻快的 沒有等到預期的這麼久"	4
8	沛沛豬的成長點滴	20200708	葡萄柚好喝~~扣一顆是假日實在排太久了!	3
9	Show Long	20200708	"葡萄柚綠茶不錯喝，跟高雄的麻古茶坊一樣好喝，是加了果粒的飲料，另個人覺得凍檸茶也好喝，路過的朋友一定要來品嚐。
補充說明，雖然點飲料要稍微排隊，但點完後，很快就拿到飲料了，店家動作相當快。"	5
0	曾小毛	20200708	"真的比數字飲料店好喝
喝過就回不去了！"	5
1	Peggy佩青	20200708	"(由 Google 提供翻譯) 好喝!

(原始評論)
好喝!"	4
2	Peter Hsiao	20200708	None	3
3	俞瑾	20200708	店員非常親切，即使忙的跟狗一樣依據很有耐心，也很細心。非常推薦！	5
4	趙比比	20200708	會上癮欸	5
5	Nicole c	20200708	好喝，但是好快就賣完了~~	5
6	Ashine BBird	20200708	None	5
7	王秀群	20200708	None	5
8	Pakerver Wong	20200708	永遠超多人的水果飲料店	4
9	星雲風	20200708	None	5
0	鄭岱宜	20200708	"每次去嘉義必買!!!建議先打電話預約，比較不會現場等那麼久，只是電話也不太好打，畢竟生意很好，想喝的人必須多點耐心囉~~
推薦葡萄柚綠.洛神跟柳丁的飲料。
晚來的就喝不到囉!!!"	5
1	林思葵	20200708	不錯喝人超多	3
2	游真蘋	20200708	人太多 等很久 但不錯喝 櫃台有試喝的	4
3	魯阿味	20200708	滿滿的果肉，但很難排隊，人超多	4
4	Chloe	20200708	嘉義必喝的好味道，加梅子可以帶出酸甜味，整杯飲料都是果肉，很適合喜愛酸度很高的人	5
5	慶國陳	20200708	None	4
6	賴尹天	20200708	全台灣最好喝的葡萄柚綠茶!!!	5
7	B P	20200708	"中杯葡萄柚綠60$
可以免費加梅子比較順口。
果肉蠻多的，現場人很多但是製作速度也不會太久。
如果很喜歡葡萄柚應該會很喜歡，但個人覺得有點酸苦，不會特別買第二次。

現在改成10點營業囉。"	5
8	黃秀娟	20200708	下次來嘉義的話會記得先打電話來訂的.....	4
9	iris sun	20200708	真材實料的好味道。	5
0	Joanna Chang	20200708	葡萄柚綠茶 可以喝得到果肉很實在 店家建議半糖少冰 味道不會很甜膩很順口好喝 來嘉義一定要來買	5
1	Derek	20200708	嘉義No. 1飲料店	5
2	余微慈	20200708	None	5
3	蘇開安	20200708	None	3
4	Ping Shieh	20200708	經過兩次沒買因為人太多，今天入境隨俗體驗一下不得了，難怪那麼多人排隊	4
5	Windsper	20200708	None	5
6	王韻筑	20200708	超好喝，要提早一小時預約點餐，超多人排隊	5
7	CY	20200708	還不錯 只是排很久	5
8	宋家慧	20200708	洛神跟葡萄柚都很好喝，料好實在價格公道	5
9	陳丸欣	20200708	None	3
0	Jlm Llm	20200708	None	5
1	連大捲	20200708	葡萄柚綠好喝，有驚豔到。店員忙碌但態度非常客氣，值得一推！	5
2	鄭懷念	20200708	None	4
3	cian-ya lin	20200708	來喝傳說中排隊要排很久嘉義必喝的飲料店🥤 不過覺得這個容量的價格稍貴，可能貴在是國外來的葡萄柚，這次點的是葡萄柚綠+梅子，心得是喝過就好不會再特別專程過去喝的飲料😆	4
4	Yen-Fu Lin	20200708	飲料需要長時間等待，葡萄柚果粒超多，若不用等待可以給到5顆星。	4
5	raichi Chang	20200708	"非常好喝的飲料🥤
葡萄柚綠茶或柳丁綠茶"	5
6	青田	20200708	None	4
7	Frances L	20200708	好喝，，真材實料，服務也好	5
8	Asahi Chou	20200708	新鮮好喝，經過嘉義幣買飲料香橙百香綠茶，葡萄柚綠茶外，金萱冷泡茶也讓人十分驚艷。	5
9	融融	20200708	人很多但是速度蠻快的，很喜歡，買了三次，下次去嘉義還會再買。	4
0	Zh-Yun Chiu	20200708	"2019/9/1開始 
營業時間有變更唷10:00-18:00

不管接電話的員工或是取餐時候的員工
再忙還是很客氣
電話真的是狂打 、 但是喝到覺得值得❤️
今天是打完電話、訂飲料、吃完林聰明再回來取飲料 🥤🤩🤩🤩

招牌葡萄柚綠微糖微冰男友可 
我覺得可以半糖微冰（蟻人是我）"	5
1	潘志鴻	20200708	None	5
2	Jian Minghuang	20200708	None	5
3	YT H	20200708	None	5
4	黃瀚正	20200708	None	5
5	Ling CHU	20200708	"(由 Google 提供翻譯) 大推!

(原始評論)
大推!"	5
6	Hsiang-Ling	20200708	"葡萄柚綠and洛神檸檬都粉好喝～
真的會排隊的人潮建議打電話訂！！！！"	5
7	RS雩影	20200708	None	5
8	Stella Ma	20200708	葡萄柚綠和凍頂檸檬超好喝！但要等好久。很多打電話預訂	5
9	林小卡	20200708	None	5
0	謝瑾婷	20200708	超好喝！酸梅有夠對味	5
1	Nickty Bai	20200708	原本大杯的葡萄柚綠現在只有中杯,價錢也沒比較低.給人感覺很不好	3
2	Nico Hsu	20200708	葡萄柚綠茶..每來必喝..服務人員態度好👍	5
3	陳時萱	20200708	None	4
4	鄭淑芬	20200708	None	5
5	Aaron Lin	20200708	真的很好喝，大排長龍不是沒有原因的。	5
6	Junki T	20200708	None	5
7	林采禎	20200708	"本來看到排隊人潮都想略過了，但～
租車行跟飯店都推薦一定要去買的飲料
還是默默跟著排隊了！真的很讚讚讚👍
三分之二杯都是滿滿的葡萄柚好滿足喔"	5
8	ls Song	20200708	一定大排長龍的人氣店,口味不錯	4
9	Yu Wun Zeng	20200708	葡萄柚綠茶來嘉義必喝~	5
0	johnny chou	20200708	"(由 Google 提供翻譯) 好甜

(原始評論)
好甜"	3
1	Leon Lee	20200708	None	5
2	YENCHANG LIN	20200708	None	4
3	Stina Wang	20200708	"葡萄柚綠茶 好喝在地人推推
可是都要排隊^_^"	5
4	郭致威	20200708	總是要排隊的飲品。很推👍	5
5	** anna. **	20200708	約等20分，建議還是三分糖，無糖澀澀的	5
6	Jimmy Tsai	20200708	平價，好喝	5
7	Vicki	20200708	"葡萄柚綠超好喝

來嘉義必喝"	5
8	小桂圓貪吃日記	20200708	"紅鑽葡萄柚綠茶 $60/M
葡萄柚香味很重～～
還有果粒的纖維 感覺會幫助消化哈哈
.
#凍頂檸檬 $50/L
喝起來很像翡翠檸檬🍋
但是比翡翠檸檬更好喝！！
讓小編驚艷！！
比葡萄柚綠更好喝！！"	4
9	Chi-Shih Wu	20200708	"點了葡萄柚綠和香吉士綠茶，葡萄柚綠茶的容量是固定的，想喝大杯就要買兩杯呦！
加梅子有加分，會提升整體風味，建議放久一點更為融合，味道更好，用料多且實在，喝完還剩很多葡萄柚果粒！只是人多要排很久！
我們下午買，冰在冰箱晚上配炸物，十分對味，清爽不油膩！"	4
0	Trinity	20200708	"葡萄柚綠真的很好喝！
當天還發生我吸管插下去杯子就裂開狂滴
跟店家反應後 店員馬上過來把我手上那杯接走
重新換一個新的杯子給我而且是滿的
等的時候店員很貼心問我要不要洗手
就拿鑰匙開了外面的水龍頭給我洗手
So sweet~"	5
1	Pony Ma	20200708	None	3
2	陳秋傑	20200708	"(由 Google 提供翻譯) 好喝，好喝，好好喝

(原始評論)
好喝，好喝，好好喝"	5
3	鄭人友	20200708	None	4
4	Hammer Star	20200708	None	5
5	aken LEE	20200708	None	5
6	Wei W	20200708	"好喝 沒第二句話！
記得打電話預約"	5
7	林永鑫	20200708	None	5
8	rebecca lin	20200708	None	4
9	Xuan Wang	20200708	葡萄柚綠半糖偏甜	4
0	延中	20200708	None	5
1	Dawei Lin	20200708	None	4
2	mei	20200708	柳橙綠加梅子  每去嘉義必點~~~~	5
3	羅伊	20200708	None	4
4	Joanne Wang	20200708	排隊美食	4
5	Sherri sherri	20200708	料實在，好喝	4
6	YAYA Huang	20200708	香及仕百香綠不錯喝！！ 但要排隊就還好了！！	4
7	Witz Yu	20200708	None	5
8	jesse chang	20200708	None	5
9	vicent Yang	20200708	None	4
0	Berry yang	20200708	"沒有想像中的優 
可能期待過高 覺得有點過譽了😓
不用排隊的話可以考慮"	3
1	JaGa Wu	20200708	人很多，建議先打電話訂餐	5
2	靜	20200708	好喝，稍等10~15分就拿到飲料了，速度很快。	5
3	Lily Lee	20200708	None	5
4	Tina Ting	20200708	None	5
5	Kailin Li	20200708	"(由 Google 提供翻譯) 好喝～

(原始評論)
好喝～"	5
6	Caroline Sun	20200708	是好喝，但覺得沒有排這麼久的必要	4
7	柯聿聰	20200708	排隊好喝手搖飲，還有試喝活動喔！	4
8	陳美喬	20200708	None	5
